post_id,run_id,scraped_at,price,year,make,model,mileage,condition,title_status,body_type,color,seller_type,drivetrain,city,state,zip_code,source_txt,llm_provider,llm_model,llm_ts
7921075364,20260331080036,2026-03-31T08:00:36Z,5500,2011,Mercedes,ML350,180000,Good,clean,SUV,,private party,All wheel drive,,,,scrapes/20260331080036/7921075364.txt,vertex,gemini-2.5-flash,2026-03-31T08:12:21.968642Z
7921084758,20260326190028,2026-03-26T19:00:28Z,28900,2015,Chrysler,Town & Country,51345,Pre-Owned,clean,Minivan,White,dealer,fwd,,,,scrapes/20260326190028/7921084758.txt,vertex,gemini-2.5-flash,2026-03-26T19:12:57.600755Z
7921188632,20260331090014,2026-03-31T09:00:14Z,10000,2006,Toyota,Tundra SR5,232000,fair,clean,SUV,blue,private party,4wd,,,,scrapes/20260331090014/7921188632.txt,vertex,gemini-2.5-flash,2026-03-31T09:12:26.638345Z
7921215068,20260331110023,2026-03-31T11:00:23Z,2000,2022,acura,tlx,30000,,clean,sedan,,dealer,,,,,scrapes/20260331110023/7921215068.txt,vertex,gemini-2.5-flash,2026-03-31T11:12:14.956620Z
7921231738,20260327220029,2026-03-27T22:00:29Z,3400,2002,Dodge,Ram 1500,117000,,clean,truck,,private party,4wd,,,,scrapes/20260327220029/7921231738.txt,vertex,gemini-2.5-flash,2026-03-27T22:12:38.641479Z
7921260136,20260330160025,2026-03-30T16:00:25Z,8885,2014,Subaru,Outback,128000,good,clean,SUV,Twilight Blue Metallic,private party,4wd,,,,scrapes/20260330160025/7921260136.txt,vertex,gemini-2.5-flash,2026-03-30T16:12:38.307712Z
7921347818,20260331200031,2026-03-31T20:00:31Z,13999,2004,Ford,E350 Sup,110185,good,clean,vending truck,blue,private party,,,,,scrapes/20260331200031/7921347818.txt,vertex,gemini-2.5-flash,2026-03-31T20:12:18.119106Z
7921382427,20260331020018,2026-03-31T02:00:18Z,23000,2014,GMC,Sierra 2500 HD SLE,86000,excellent,clean,pickup,silver,private party,4wd,,,,scrapes/20260331020018/7921382427.txt,vertex,gemini-2.5-flash,2026-03-31T02:12:49.810171Z
7921417107,20260326160054,2026-03-26T16:00:54Z,4200,2018,Kia,soul,170000,excellent,clean,wagon,silver,private party,,,,,scrapes/20260326160054/7921417107.txt,vertex,gemini-2.5-flash,2026-03-26T16:13:48.507213Z
7921553984,20260326150014,2026-03-26T15:00:14Z,5000,2021,Tesla,Y,61000,like new,clean,wagon,white,dealer,4wd,,,,scrapes/20260326150014/7921553984.txt,vertex,gemini-2.5-flash,2026-03-26T15:13:02.560050Z
7921614429,20260402170016,2026-04-02T17:00:16Z,7750,2015,Volkswagen,Passat,116694,Used,clean,sedan,blue,dealer,,,,,scrapes/20260402170016/7921614429.txt,vertex,gemini-2.5-flash,2026-04-02T17:12:20.948760Z
7921747776,20260404000020,2026-04-04T00:00:20Z,4500,1998,Mitsubishi,Montero,157000,good,clean,SUV,,private party,,,,,scrapes/20260404000020/7921747776.txt,vertex,gemini-2.5-flash,2026-04-04T00:12:23.683209Z
7921791498,20260403060033,2026-04-03T06:00:33Z,20990,2019,Mercedes-Benz,Sprinter C2500/C3500,85710,excellent,clean,van,grey,dealer,rwd,,,,scrapes/20260403060033/7921791498.txt,vertex,gemini-2.5-flash,2026-04-03T06:12:24.371840Z
7921880180,20260404000020,2026-04-04T00:00:20Z,3288,2007,ford,focus,185000,,clean,,,dealer,fwd,,,,scrapes/20260404000020/7921880180.txt,vertex,gemini-2.5-flash,2026-04-04T00:12:29.549871Z
7922107506,20260404000020,2026-04-04T00:00:20Z,3288,2002,Dodge,Neon,150000,,clean,,,dealer,,,,,scrapes/20260404000020/7922107506.txt,vertex,gemini-2.5-flash,2026-04-04T00:12:35.101042Z
7922250160,20260331170032,2026-03-31T17:00:32Z,10200,2014,chevy,tahoe lt,155000,like new,clean,SUV,silver,private party,4wd,,,,scrapes/20260331170032/7922250160.txt,vertex,gemini-2.5-flash,2026-03-31T17:13:02.611953Z
7922351290,20260403060033,2026-04-03T06:00:33Z,2300,2012,Nissan,Rogue,168000,fair,clean,SUV,red,private party,AWD,,,,scrapes/20260403060033/7922351290.txt,vertex,gemini-2.5-flash,2026-04-03T06:12:37.048598Z
7922401745,20260403210006,2026-04-03T21:00:06Z,68993,2023,CHRYSLER,PACIFICA TOURING L,20228,like new,clean,minivan,blue,dealer,FWD,,,,scrapes/20260403210006/7922401745.txt,vertex,gemini-2.5-flash,2026-04-03T21:12:34.194427Z
7922410662,20260404010005,2026-04-04T01:00:05Z,9499,2016,Toyota,Prius Two,173177,good,clean,hatchback,silver,dealer,fwd,,,,scrapes/20260404010005/7922410662.txt,vertex,gemini-2.5-flash,2026-04-04T01:12:38.156985Z
7922411334,20260403220045,2026-04-03T22:00:45Z,8999,2014,Subaru,XV Crosstrek Hybrid,120228,good,clean,hatchback,green,dealer,4wd,,,,scrapes/20260403220045/7922411334.txt,vertex,gemini-2.5-flash,2026-04-03T22:12:34.893862Z
7922507239,20260330220034,2026-03-30T22:00:34Z,18995,2017,Ford,F-150,106743,Used,clean,truck,red,dealer,4wd,,,,scrapes/20260330220034/7922507239.txt,vertex,gemini-2.5-flash,2026-03-30T22:13:44.465740Z
7922588531,20260403000022,2026-04-03T00:00:22Z,21900,2020,Chevrolet,Suburban LT,113946,like new,clean,SUV,white,dealer,4WD,,,,scrapes/20260403000022/7922588531.txt,vertex,gemini-2.5-flash,2026-04-03T00:13:28.246260Z
7922688754,20260326200038,2026-03-26T20:00:38Z,9900,2013,Infiniti,EX37 Journey 4D SUV AWD,89281,excellent,clean,SUV,grey,dealer,4wd,,,,scrapes/20260326200038/7922688754.txt,vertex,gemini-2.5-flash,2026-03-26T20:16:17.549582Z
7922689177,20260326140017,2026-03-26T14:00:17Z,6900,2014,Hyundai,Sonata,118290,excellent,clean,sedan,white,dealer,fwd,,,,scrapes/20260326140017/7922689177.txt,vertex,gemini-2.5-flash,2026-03-26T14:16:22.694726Z
7922689259,20260326160054,2026-03-26T16:00:54Z,8900,2014,Volkswagen,Passat SE,85972,excellent,clean,sedan,grey,dealer,fwd,,,,scrapes/20260326160054/7922689259.txt,vertex,gemini-2.5-flash,2026-03-26T16:16:46.631432Z
7922723123,20260404010005,2026-04-04T01:00:05Z,48920,2018,Lexus,LC 500,19539,excellent,clean,coupe,,dealer,,,,,scrapes/20260404010005/7922723123.txt,vertex,gemini-2.5-flash,2026-04-04T01:12:59.912878Z
7922725779,20260404010005,2026-04-04T01:00:05Z,3288,2002,Dodge,Neon,150000,,clean,,,dealer,,,,,scrapes/20260404010005/7922725779.txt,vertex,gemini-2.5-flash,2026-04-04T01:13:12.627263Z
7922732721,20260403160030,2026-04-03T16:00:30Z,3995,2012,chevrolet,malibu,132567,excellent,clean,sedan,silver,dealer,fwd,,,,scrapes/20260403160030/7922732721.txt,vertex,gemini-2.5-flash,2026-04-03T16:13:21.156706Z
7923204921,20260403180005,2026-04-03T18:00:05Z,6500,1978,Volvo,262C Bertone,100000,,clean,coupe,Polar Silver,private party,,,,,scrapes/20260403180005/7923204921.txt,vertex,gemini-2.5-flash,2026-04-03T18:13:10.981686Z
7923241517,20260329100038,2026-03-29T10:00:38Z,3000,2007,Ford,escape,110000,good,clean,SUV,red,private party,4wd,,,,scrapes/20260329100038/7923241517.txt,vertex,gemini-2.5-flash,2026-03-29T10:14:41.015107Z
7923269589,20260403170006,2026-04-03T17:00:06Z,13800,2015,Cadillac,ATS,80600,,clean,Sedan,Tan Silver Coast Metallic on Light Neutral w/Medi Leather,dealer,AWD,,,,scrapes/20260403170006/7923269589.txt,vertex,gemini-2.5-flash,2026-04-03T17:13:43.095813Z
7923286252,20260403230005,2026-04-03T23:00:05Z,5500,2010,Subaru,Forester,150000,excellent,clean,SUV,blue,dealer,4wd,,,,scrapes/20260403230005/7923286252.txt,vertex,gemini-2.5-flash,2026-04-03T23:13:44.158507Z
7923329866,20260403100013,2026-04-03T10:00:13Z,3400,2011,Honda,Civic,56000,excellent,clean,sedan,white,private party,fwd,,,,scrapes/20260403100013/7923329866.txt,vertex,gemini-2.5-flash,2026-04-03T10:13:00.621673Z
7923473980,20260326130017,2026-03-26T13:00:17Z,2000,2018,Toyota,Camry,33000,like new,clean,sedan,white,dealer,fwd,,,,scrapes/20260326130017/7923473980.txt,vertex,gemini-2.5-flash,2026-03-26T13:18:31.899248Z
7919824716,20260325190007,2026-03-25T19:00:07Z,,2007,Toyota,RAV4,124734,excellent,clean,SUV,blue,dealer,4WD,,,,scrapes/20260325190007/7919824716.txt,vertex,gemini-2.5-flash,2026-03-25T19:12:12.559184Z
7919994197,20260325190007,2026-03-25T19:00:07Z,25000,2001,Ford,Mustang GT,6793,like new,clean,coupe,yellow,dealer,rwd,,,,scrapes/20260325190007/7919994197.txt,vertex,gemini-2.5-flash,2026-03-25T19:12:17.400420Z
7920019541,20260326180042,2026-03-26T18:00:42Z,1950,2012,Chrysler,town & country,165000,good,clean,minivan,,private party,fwd,,,,scrapes/20260326180042/7920019541.txt,vertex,gemini-2.5-flash,2026-03-26T18:12:16.025836Z
7920177544,20260326100044,2026-03-26T10:00:44Z,6800,2008,GMC,SIERRA K 8CYL,114000,excellent,clean,pickup,black,private party,4wd,,,,scrapes/20260326100044/7920177544.txt,vertex,gemini-2.5-flash,2026-03-26T10:12:31.709073Z
7920275278,20260326170009,2026-03-26T17:00:09Z,9500,1991,Chevrolet,Corvette,58000,excellent,clean,convertible,white,private party,rwd,,,,scrapes/20260326170009/7920275278.txt,vertex,gemini-2.5-flash,2026-03-26T17:12:23.191948Z
7920431821,20260327120036,2026-03-27T12:00:36Z,9885,2015,Infiniti,QX60,123000,excellent,clean,SUV,Liquid Platinum,private party,all-wheel drive,,,,scrapes/20260327120036/7920431821.txt,vertex,gemini-2.5-flash,2026-03-27T12:12:24.629954Z
7920647862,20260327170031,2026-03-27T17:00:31Z,2100,2008,ford,taurus,152000,,clean,sedan,,private party,fwd,,,,scrapes/20260327170031/7920647862.txt,vertex,gemini-2.5-flash,2026-03-27T17:12:21.127687Z
7920742719,20260328100024,2026-03-28T10:00:24Z,6850,2015,Hyundai,Accent,95555,Used,clean,sedan,silver,dealer,,,,,scrapes/20260328100024/7920742719.txt,vertex,gemini-2.5-flash,2026-03-28T10:12:18.542521Z
7920771207,20260330220034,2026-03-30T22:00:34Z,10885,2016,GMC,Acadia SLT,110000,excellent,clean,SUV,black,private party,AWD,,,,scrapes/20260330220034/7920771207.txt,vertex,gemini-2.5-flash,2026-03-30T22:12:15.760807Z
7920862034,20260330050005,2026-03-30T05:00:05Z,8495,2016,Subaru,Impreza,135000,,clean,Sedan,,dealer,AWD,,,,scrapes/20260330050005/7920862034.txt,vertex,gemini-2.5-flash,2026-03-30T05:12:21.517930Z
7920999053,20260331130023,2026-03-31T13:00:23Z,2995,1990,toyota,celica gt,140000,good,missing,sports car,,private party,manual,,,,scrapes/20260331130023/7920999053.txt,vertex,gemini-2.5-flash,2026-03-31T13:12:18.775654Z
7921142645,20260331070005,2026-03-31T07:00:05Z,1800,2007,nissan,pathfinder,163000,fair,clean,SUV,grey,private party,4wd,,,,scrapes/20260331070005/7921142645.txt,vertex,gemini-2.5-flash,2026-03-31T07:12:17.399837Z
7921157800,20260331120022,2026-03-31T12:00:22Z,7995,2006,Mercedes-Benz,CLS 500,76859,excellent,clean,sedan,blue,dealer,rwd,,,,scrapes/20260331120022/7921157800.txt,vertex,gemini-2.5-flash,2026-03-31T12:12:21.417658Z
7921159025,20260331120022,2026-03-31T12:00:22Z,8995,2016,chrysler,300c,128235,excellent,clean,sedan,red,dealer,4wd,,,,scrapes/20260331120022/7921159025.txt,vertex,gemini-2.5-flash,2026-03-31T12:12:31.694538Z
7921191293,20260331130023,2026-03-31T13:00:23Z,6500,2002,ford,f-150,118500,good,clean,pickup,green,private party,4wd,,,,scrapes/20260331130023/7921191293.txt,vertex,gemini-2.5-flash,2026-03-31T13:12:30.300263Z
7921277893,20260331210029,2026-03-31T21:00:29Z,3288,2002,Dodge,Neon,150000,,clean,,,dealer,,,,,scrapes/20260331210029/7921277893.txt,vertex,gemini-2.5-flash,2026-03-31T21:12:25.022679Z
7921493644,20260328060046,2026-03-28T06:00:46Z,7800,2009,chevrolet,silverado 1500,150000,excellent,clean,pickup,,private party,4wd,,,,scrapes/20260328060046/7921493644.txt,vertex,gemini-2.5-flash,2026-03-28T06:12:50.615589Z
7921614789,20260404000020,2026-04-04T00:00:20Z,11900,2015,Jaguar,XF,79004,Used,clean,sedan,black,dealer,awd,,,,scrapes/20260404000020/7921614789.txt,vertex,gemini-2.5-flash,2026-04-04T00:12:16.108179Z
7921688351,20260403070027,2026-04-03T07:00:27Z,3288,2002,Dodge,Neon,150000,,clean,,,dealer,,,,,scrapes/20260403070027/7921688351.txt,vertex,gemini-2.5-flash,2026-04-03T07:12:25.264231Z
7921847519,20260403150015,2026-04-03T15:00:15Z,1600,2012,Chrysler,Town & Country,166000,good,clean,minivan,custom,private party,fwd,,,,scrapes/20260403150015/7921847519.txt,vertex,gemini-2.5-flash,2026-04-03T15:12:23.939611Z
7922045837,20260404000020,2026-04-04T00:00:20Z,4500,2008,Honda,CRV,166657,good,clean,SUV,black,private party,4wd,,,,scrapes/20260404000020/7922045837.txt,vertex,gemini-2.5-flash,2026-04-04T00:12:31.706458Z
7922176112,20260403220045,2026-04-03T22:00:45Z,9885,2016,BMW,X3 2.8i X-drive SUV,124000,excellent,clean,SUV,white,private party,4wd,,,,scrapes/20260403220045/7922176112.txt,vertex,gemini-2.5-flash,2026-04-03T22:12:18.656215Z
7922205598,20260404010005,2026-04-04T01:00:05Z,8500,2011,GMC,Savana 1500 Cargo,110885,fair,clean,van,white,private party,rwd,,,,scrapes/20260404010005/7922205598.txt,vertex,gemini-2.5-flash,2026-04-04T01:12:24.729102Z
7922382217,20260404010005,2026-04-04T01:00:05Z,9998,2012,Subaru,Outback,105094,Used,clean,Wagon,blue,dealer,AWD,,,,scrapes/20260404010005/7922382217.txt,vertex,gemini-2.5-flash,2026-04-04T01:12:34.395895Z
7922394675,20260403190005,2026-04-03T19:00:05Z,9500,2018,Chevrolet,Equinox,94000,good,clean,SUV,grey,private party,4wd,,,,scrapes/20260403190005/7922394675.txt,vertex,gemini-2.5-flash,2026-04-03T19:12:44.325916Z
7922452370,20260404010005,2026-04-04T01:00:05Z,2500,2002,Chevrolet,Impala,168886,fair,clean,sedan,,private party,,,,,scrapes/20260404010005/7922452370.txt,vertex,gemini-2.5-flash,2026-04-04T01:12:46.024395Z
7922490891,20260403220045,2026-04-03T22:00:45Z,7000,1963,AMC,Rambler Classic,57290,excellent,clean,sedan,yellow,private party,rwd,,,,scrapes/20260403220045/7922490891.txt,vertex,gemini-2.5-flash,2026-04-03T22:12:39.405846Z
7922507086,20260331070005,2026-03-31T07:00:05Z,16750,2023,Hyundai,Elantra,108905,Used,clean,sedan,Ecotronic Gray,dealer,fwd,,,,scrapes/20260331070005/7922507086.txt,vertex,gemini-2.5-flash,2026-03-31T07:14:02.913039Z
7922507494,20260402160027,2026-04-02T16:00:27Z,69500,1966,CHEVROLET,CHEVELLE,59985,Used,clean,COUPE,grey,dealer,,,,,scrapes/20260402160027/7922507494.txt,vertex,gemini-2.5-flash,2026-04-02T16:12:58.012157Z
7922507563,20260330090019,2026-03-30T09:00:19Z,13500,2018,BMW,X1,86540,Used,clean,SUV,white,dealer,fwd,,,,scrapes/20260330090019/7922507563.txt,vertex,gemini-2.5-flash,2026-03-30T09:14:15.361586Z
7922507619,20260331090014,2026-03-31T09:00:14Z,15500,2018,BMW,X2,79633,Used,clean,SUV,black,dealer,awd,,,,scrapes/20260331090014/7922507619.txt,vertex,gemini-2.5-flash,2026-03-31T09:13:54.575497Z
7922507802,20260403130005,2026-04-03T13:00:05Z,21950,2021,Jeep,Grand Cherokee L,119058,Used,clean,SUV,Baltic Gray Metallic Clearcoat,dealer,4wd,,,,scrapes/20260403130005/7922507802.txt,vertex,gemini-2.5-flash,2026-04-03T13:12:37.356468Z
7922539723,20260403070027,2026-04-03T07:00:27Z,3288,2002,Dodge,Neon,150000,,clean,,,dealer,,,,,scrapes/20260403070027/7922539723.txt,vertex,gemini-2.5-flash,2026-04-03T07:13:15.668159Z
7922731916,20260403200033,2026-04-03T20:00:33Z,15900,2005,Ford,F-350 Super Duty,310000,good,clean,pickup,white,private party,4wd,,,,scrapes/20260403200033/7922731916.txt,vertex,gemini-2.5-flash,2026-04-03T20:13:00.621377Z
7922811843,20260404010005,2026-04-04T01:00:05Z,2999,2011,Chevy,Malibu,165000,good,clean,sedan,silver,private party,fwd,,,,scrapes/20260404010005/7922811843.txt,vertex,gemini-2.5-flash,2026-04-04T01:13:19.933153Z
7922813805,20260404010005,2026-04-04T01:00:05Z,7500,2015,Honda,Accord,149000,excellent,clean,sedan,black,private party,fwd,,,,scrapes/20260404010005/7922813805.txt,vertex,gemini-2.5-flash,2026-04-04T01:13:25.637956Z
7922869991,20260404000020,2026-04-04T00:00:20Z,14500,2017,Ram,ProMaster 2500,173128,excellent,clean,van,white,private party,fwd,,,,scrapes/20260404000020/7922869991.txt,vertex,gemini-2.5-flash,2026-04-04T00:13:19.520634Z
7922888909,20260403230005,2026-04-03T23:00:05Z,3288,2002,Dodge,Neon,150000,,clean,,,dealer,,,,,scrapes/20260403230005/7922888909.txt,vertex,gemini-2.5-flash,2026-04-03T23:12:59.752624Z
7922927030,20260403220045,2026-04-03T22:00:45Z,7999,2008,Chevrolet,Silverado 1500 Work Truck,167190,good,clean,pickup,blue,dealer,2-wheel drive,,,,scrapes/20260403220045/7922927030.txt,vertex,gemini-2.5-flash,2026-04-03T22:12:56.493918Z
7922955918,20260403070027,2026-04-03T07:00:27Z,3900,2000,Ford,Mustang,197000,good,clean,convertible,black,private party,rwd,,,,scrapes/20260403070027/7922955918.txt,vertex,gemini-2.5-flash,2026-04-03T07:13:58.820999Z
7923077861,20260331180031,2026-03-31T18:00:31Z,5500,2015,ford,fusion se,142000,excellent,clean,sedan,white,private party,fwd,,,,scrapes/20260331180031/7923077861.txt,vertex,gemini-2.5-flash,2026-03-31T18:14:13.701996Z
7923269508,20260404010005,2026-04-04T01:00:05Z,12800,2018,Chevrolet,Equinox,135100,,clean,Sport Utility,black,dealer,AWD,,,,scrapes/20260404010005/7923269508.txt,vertex,gemini-2.5-flash,2026-04-04T01:14:00.320415Z
7923327561,20260404000020,2026-04-04T00:00:20Z,3288,2002,Dodge,Neon,150000,,clean,,,dealer,,,,,scrapes/20260404000020/7923327561.txt,vertex,gemini-2.5-flash,2026-04-04T00:13:43.009016Z
7923453787,20260403150015,2026-04-03T15:00:15Z,31930,2019,Toyota,Tundra,59082,excellent,clean,truck,,dealer,AWD,,,,scrapes/20260403150015/7923453787.txt,vertex,gemini-2.5-flash,2026-04-03T15:13:51.410617Z
7919824901,20260326090022,2026-03-26T09:00:22Z,3500,1940,Ford,Sedan,40000,fair,missing,sedan,green,dealer,rwd,,,,scrapes/20260326090022/7919824901.txt,vertex,gemini-2.5-flash,2026-03-26T09:12:16.469665Z
7920427485,20260327030035,2026-03-27T03:00:35Z,6985,2009,Volkswagen,Eos Komfort Convertible,65000,excellent,clean,convertible,black,private party,fwd,,,,scrapes/20260327030035/7920427485.txt,vertex,gemini-2.5-flash,2026-03-27T03:12:21.645309Z
7920512453,20260326230036,2026-03-26T23:00:36Z,13900,2015,Audi,S5,102989,good,clean,convertible,blue,dealer,4wd,,,,scrapes/20260326230036/7920512453.txt,vertex,gemini-2.5-flash,2026-03-26T23:12:25.459638Z
7920718946,20260326170009,2026-03-26T17:00:09Z,6250,2013,subaru,outback 2.5i,122750,excellent,clean,hatchback,blue,dealer,4wd,,,,scrapes/20260326170009/7920718946.txt,vertex,gemini-2.5-flash,2026-03-26T17:12:35.403448Z
7920764436,20260327150034,2026-03-27T15:00:34Z,2000,2011,Ford,Ranger XLT super cab,253000,good,clean,pickup,white,private party,4wd,,,,scrapes/20260327150034/7920764436.txt,vertex,gemini-2.5-flash,2026-03-27T15:12:26.283468Z
7920764833,20260330130026,2026-03-30T13:00:26Z,4500,2008,Audi,A4 Quattro,109000,,clean,sedan,,private party,AWD,,,,scrapes/20260330130026/7920764833.txt,vertex,gemini-2.5-flash,2026-03-30T13:12:15.458416Z
7920833286,20260330140026,2026-03-30T14:00:26Z,13000,2005,Dodge,Ram 2500 5.9L Cummins,216000,good,clean,pickup,white,private party,4wd,,,,scrapes/20260330140026/7920833286.txt,vertex,gemini-2.5-flash,2026-03-30T14:12:45.470627Z
7921149060,20260331000031,2026-03-31T00:00:31Z,8998,2015,Subaru,Impreza,144186,Used,clean,sedan,green,dealer,awd,,,,scrapes/20260331000031/7921149060.txt,vertex,gemini-2.5-flash,2026-03-31T00:12:28.579264Z
7921149077,20260331080036,2026-03-31T08:00:36Z,8998,2016,Subaru,Forester,149859,Used,clean,Wagon,white,dealer,awd,,,,scrapes/20260331080036/7921149077.txt,vertex,gemini-2.5-flash,2026-03-31T08:12:26.919106Z
